Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
how long does pot show up on a drug test,24,19,50,59,0,https://www.polln.com/library/how-long-does-cannabis-stay-in-your-system,0,0,0,0.33,160000000,"100, 18, 100, 100, 100, 18, 18, 18, 18, 18, 18, 18",2026-03-21 17:29:32,"Sitelinks, Video, People also ask, Short videos, AI overview",informational,Organic
can you smoke medical marijuanas in australia in public nsw,24,24,110,39,0,https://www.polln.com/library/travelling-as-a-medicinal-cannabis-patient-in-australia-what-you-need-to-know,0,0,0,0.03,104,"52, 52, 42, 66, 52, 42, 66, 42, 52, 52, 66, 42",2026-03-07 18:20:06,"Sitelinks, Video, Related searches, Discussions and forums, AI overview",informational,Organic
can you smoke medical marijuanas in australia in public nsw,78,78,110,39,0,https://www.polln.com/library/medicinal-cannabis-and-driving-what-you-need-to-know-as-a-patient-in-australia,0,0,0,0.03,104,"52, 52, 42, 66, 52, 42, 66, 42, 52, 52, 66, 42",2026-03-07 18:20:06,"Sitelinks, Video, Related searches, Discussions and forums, AI overview",informational,Organic
traveling with prescription medication,29,12,70,39,0,https://www.polln.com/faqs/can-i-travel-with-my-prescription-medications,0,0,0,0.01,148,"63, 9, 63, 63, 63, 63, 63, 81, 63, 63, 63, 63",2026-04-06 00:05:54,"Video, Image, Related searches, AI overview",informational,Organic
traveling with prescription medication,41,12,70,39,0,https://www.polln.com/faqs/can-i-travel-with-my-prescription-medications,0,0,0,0.01,148,"63, 9, 63, 63, 63, 63, 63, 81, 63, 63, 63, 63",2026-04-06 00:05:54,"Video, Image, Related searches, AI overview",informational,Organic
indica pot strains,50,0,210,50,0,https://www.polln.com/library/sativa-vs-indica-vs-hybrid-cannabis-what-to-expect,0,0,0,0,8310000,"53, 53, 43, 66, 66, 66, 43, 53, 53, 66, 53, 43",2026-04-21 13:06:14,"Sitelinks, Video, Video Carousel, Related searches, Discussions and forums, AI overview",informational,Organic
little health company,41,24,110,16,4.23,https://www.polln.com/,0,0,0,0.11,1980000000,"64, 41, 41, 41, 41, 52, 64, 82, 64, 82, 64, 52",2026-04-01 12:58:53,"Sitelinks, Video, Related searches",navigational,Organic
sativa indica hybrid,7,5,70,51,0,https://www.polln.com/library/sativa-vs-indica-vs-hybrid-cannabis-what-to-expect,0,0,0,0,9410000,"63, 63, 63, 63, 63, 63, 63, 81, 63, 63, 45, 81",2026-04-19 08:41:19,"Video, Video Carousel, People also ask, Related searches, Short videos, Discussions and forums, AI overview","commercial, informational",Organic
sativa indica hybrid,8,5,70,51,0,https://www.polln.com/library/sativa-vs-indica-vs-hybrid-cannabis-what-to-expect,0,0,0,0,9410000,"63, 63, 63, 63, 63, 63, 63, 81, 63, 63, 45, 81",2026-04-19 08:41:19,"Video, Video Carousel, People also ask, Related searches, Short videos, Discussions and forums, AI overview","commercial, informational",Organic
how long does the thc stay in your blood,1,1,320,53,0,https://www.polln.com/library/how-long-does-cannabis-stay-in-your-system,0,0,0,0,323000000,"100, 100, 100, 100, 81, 81, 81, 81, 81, 81, 81, 65",2026-03-18 22:50:29,"Video, Related searches, Discussions and forums, AI overview",informational,AI overview
how long does pot stay in urine test,21,21,170,63,0,https://www.polln.com/library/how-long-does-cannabis-stay-in-your-system,0,0,0,0,6470000,"34, 21, 34, 43, 43, 43, 53, 65, 65, 81, 100, 100",2026-04-20 06:48:52,"Sitelinks, Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
cbd cbd,24,22,320,53,0,https://www.polln.com/library/cbd-oil-explained,0,0,0,0,153,"1, 1, 1, 1, 1, 1, 1, 1, 88, 100, 100, 100",2026-04-04 18:52:04,"Local pack, Sitelinks, Video, Image, Video Carousel, Related searches, AI overview",informational,Organic
endocanabinoid system,64,0,50,66,0,https://www.polln.com/library/the-endocannabinoid-system-explained,0,0,0,0,2610000,"0, 19, 19, 19, 26, 7, 26, 0, 15, 100, 7, 0",2026-04-13 17:22:03,"Image pack, Video, Video Carousel, Related searches, AI overview",informational,Organic
online perscription,36,82,70,46,0,https://www.polln.com/,0,0,0,0,193000000,"7, 10, 7, 7, 10, 10, 5, 4, 4, 7, 5, 10",2026-04-02 01:09:48,"Sitelinks, Video, Ads bottom, Related searches","commercial, informational",Organic
online perscription,47,82,70,46,0,https://www.polln.com/,0,0,0,0,193000000,"7, 10, 7, 7, 10, 10, 5, 4, 4, 7, 5, 10",2026-04-02 01:09:48,"Sitelinks, Video, Ads bottom, Related searches","commercial, informational",Organic
dispensed - natural therapy clinic,51,28,170,55,0,https://www.polln.com/,0,0,0,0,1480000,"55, 30, 10, 8, 8, 13, 13, 10, 10, 8, 2, 0",2026-04-01 16:53:58,"Local pack, Sitelinks, Video, Related searches",navigational,Organic
medical cannabis prescription sydney,1,1,90,8,0,https://www.polln.com/locations/sydney,0,0,0,0,138,"64, 7, 50, 100, 100",2026-03-17 07:37:49,"Video, Related searches, Discussions and forums, AI overview",informational,AI overview
medical cannabis prescription sydney,20,20,90,8,0,https://www.polln.com/,0,0,0,0,138,"64, 7, 50, 100, 100",2026-03-17 07:37:49,"Video, Related searches, Discussions and forums, AI overview",informational,Organic
medical cannabis oil,12,14,140,40,0,https://www.polln.com/,0,0,0,0,417000000,"35, 35, 35, 35, 35, 35, 35, 28, 35, 35, 35, 35",2026-04-02 03:46:01,"Local pack, Sitelinks, Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
how long does cannabis stay in the system for,18,21,110,61,0,https://www.polln.com/library/how-long-does-cannabis-stay-in-your-system,0,0,0,0,120,"81, 81, 21, 28, 21, 9, 21, 28, 43, 21, 21, 21",2026-04-07 03:53:37,"Video, People also ask, Discussions and forums",informational,Organic
how long does cannabis stay in the system for,24,21,110,61,0,https://www.polln.com/library/how-long-does-cannabis-stay-in-your-system,0,0,0,0,120,"81, 81, 21, 28, 21, 9, 21, 28, 43, 21, 21, 21",2026-04-07 03:53:37,"Video, People also ask, Discussions and forums",informational,Organic
urine weed,44,0,70,61,0,https://www.polln.com/library/how-long-does-cannabis-stay-in-your-system,0,0,0,0,29700000,"17, 17, 17, 23, 17, 17, 17, 23, 17, 17, 17, 17",2026-04-29 13:54:29,"Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
natural clinic,18,18,140,37,3.03,https://www.polln.com/,0,0,0,0.11,0,"80, 53, 26, 53, 34, 65, 65, 65, 53, 53, 65, 53",2026-03-07 06:00:23,"Knowledge panel, Video, Image, Related searches, Discussions and forums",commercial,Organic
weed terpenes,22,22,140,50,0,https://www.polln.com/library/everything-you-need-to-know-about-cannabis-terpenes,0,0,0,0.06,11100000,"64, 82, 82, 100, 82, 64, 82, 100, 52, 41, 52, 100",2026-03-09 06:37:53,"Video, Video Carousel, Related searches, Discussions and forums, AI overview",informational,Organic
different weed strains,53,53,70,61,0,https://www.polln.com/library/sativa-vs-indica-vs-hybrid-cannabis-what-to-expect,0,0,0,0.33,20200000,"53, 53, 53, 81, 15, 3, 9, 6, 6, 6, 0, 3",2026-03-13 23:34:37,"Video, Related searches, Short videos, AI overview",informational,Organic
where to buy storz and bickel australia online,27,53,50,14,0,https://shop.polln.com/collections/storz-and-bickel,0,0,0,0.33,73000,"63, 63, 63, 45, 45, 18, 18, 18, 18, 18, 100, 18",2026-04-08 13:59:23,"Related searches, Discussions and forums, AI overview",informational,Organic
where to buy storz and bickel australia online,50,53,50,14,0,https://shop.polln.com/collections/storz-and-bickel,0,0,0,0.33,73000,"63, 63, 63, 45, 45, 18, 18, 18, 18, 18, 100, 18",2026-04-08 13:59:23,"Related searches, Discussions and forums, AI overview",informational,Organic
thc pil,42,42,90,38,0,https://www.polln.com/,0,0,0,0,380000000,"35, 8, 6, 100, 10, 8, 14, 14, 10, 10, 14, 14",2026-03-26 15:24:45,"Knowledge panel, Sitelinks, Video, Popular products, Related searches, Discussions and forums",informational,Organic
get the pill online,63,0,50,4,0,https://www.polln.com/,0,0,0,0,129,"50, 35, 35, 35, 21, 35, 50, 35, 28, 28, 35, 21",2026-04-03 23:12:33,"Sitelinks, Video, Related searches",transactional,Organic
how to apply for medical weed,77,0,90,50,68.29,https://www.polln.com/locations/perth,0,0,0,0.42,84000000,"81, 63, 100, 81, 81, 63, 63, 81, 63, 63, 63, 63",2026-04-29 02:49:18,"Sitelinks, Video, Ads bottom, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
medical marijuana consultation,16,0,50,49,0,https://www.polln.com/,0,0,0,0,11100000,"27, 18, 18, 18, 18, 36, 45, 63, 100, 81, 63, 81",2026-04-14 22:12:40,"Knowledge panel, Video, People also ask, Related searches",informational,Organic
medical marijuana consultation,24,0,50,49,0,https://www.polln.com/,0,0,0,0,11100000,"27, 18, 18, 18, 18, 36, 45, 63, 100, 81, 63, 81",2026-04-14 22:12:40,"Knowledge panel, Video, People also ask, Related searches",informational,Organic
sirius green clinic,61,61,70,14,4.28,https://www.polln.com/,0,0,0,0.58,393000,"11, 11, 11, 11, 11, 64, 100, 64, 64, 11, 82, 11",2026-03-14 04:32:31,"Sitelinks, Related searches",navigational,Organic
meaning sativa,25,0,110,19,0,https://www.polln.com/library/sativa-vs-indica-vs-hybrid-cannabis-what-to-expect,0,0,0,0,27600000,"53, 26, 7, 15, 7, 7, 7, 7, 80, 100, 80, 100",2026-04-11 14:59:14,"Video, Related searches, Short videos, AI overview",informational,Organic
weed prescription australia,11,11,140,61,55.52,https://www.polln.com/,0,0,0,0.86,4270000,"72, 21, 5, 5, 11, 9, 7, 9, 5, 7, 7, 5",2026-04-02 21:21:08,"Video, Ads bottom, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
weed prescription australia,88,0,140,61,55.52,https://www.polln.com/locations/canberra,0,0,0,0.86,4270000,"72, 21, 5, 5, 11, 9, 7, 9, 5, 7, 7, 5",2026-04-02 21:21:08,"Video, Ads bottom, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
medical marijuana pharmacy near me,53,0,50,31,0,https://www.polln.com/locations/perth,0,0,0,0,21900000,"3, 0, 0, 0, 3, 3, 15, 19, 26, 26, 100, 26",2026-04-29 14:56:31,"Local pack, Video, Image, People also ask, Related searches, AI overview","informational, transactional",Organic
medical marijuana pharmacy near me,74,0,50,31,0,https://www.polln.com/locations/perth,0,0,0,0,21900000,"3, 0, 0, 0, 3, 3, 15, 19, 26, 26, 100, 26",2026-04-29 14:56:31,"Local pack, Video, Image, People also ask, Related searches, AI overview","informational, transactional",Organic
log in patient portal,45,45,390,33,0,https://patient.polln.com/,0,0,0,0,105,"81, 66, 35, 66, 100, 81, 23, 100, 100, 81, 66, 44",2026-03-16 04:55:26,"Related searches, AI overview","informational, transactional",Organic
cannabis indica strains,31,31,170,57,0,https://www.polln.com/library/sativa-vs-indica-vs-hybrid-cannabis-what-to-expect,0,0,0,0,0,"53, 53, 53, 53, 53, 43, 35, 53, 43, 43, 53, 28",2026-03-15 12:51:51,"Image pack, Sitelinks, Video, Related searches, AI overview",informational,Organic
natural doctor wetherill park,47,0,40,15,1.74,https://www.polln.com/our-doctors,0,0,0,0.14,220000,"7, 0, 23, 12, 5, 17, 10, 7, 7, 10, 7, 7",2026-04-28 18:25:01,"Knowledge panel, Video, Related searches",informational,Organic
doctor canabis,12,12,170,37,6.28,https://www.polln.com/,0,0,0,0.58,0,"81, 5, 15, 6, 3, 5, 23, 35, 81, 54, 35, 44",2026-03-13 20:10:59,"Video, Video Carousel, Related searches",informational,Organic
online doctor script,48,48,110,40,0,https://www.polln.com/,0,0,0,0,148,"80, 66, 80, 100, 52, 42, 52, 23, 33, 33, 66, 80",2026-03-23 19:43:27,"Video, Related searches",informational,Organic
can i take medicine on the plane,60,60,70,39,0,https://www.polln.com/faqs/can-i-travel-with-my-prescription-medications,0,0,0,0,0,"100, 18, 18, 100, 18, 100, 100, 36, 63, 100, 63, 63",2026-03-06 05:12:15,"Video, Image, Related searches, AI overview",informational,Organic
modafinil in australia,37,0,140,19,2.79,https://www.polln.com/,0,0,0,0.02,384000,"18, 11, 15, 11, 11, 15, 15, 18, 15, 28, 28, 81",2026-04-06 16:57:18,"Sitelinks, Image, Related searches, AI overview",informational,Organic
modafinil in australia,74,0,140,19,2.79,https://www.polln.com/,0,0,0,0.02,384000,"18, 11, 15, 11, 11, 15, 15, 18, 15, 28, 28, 81",2026-04-06 16:57:18,"Sitelinks, Image, Related searches, AI overview",informational,Organic
how long does weed stay in blood,5,5,140,53,0,https://www.polln.com/library/how-long-does-cannabis-stay-in-your-system,0,0,0,0,0,"53, 53, 53, 53, 65, 53, 53, 53, 53, 42, 42, 65",2026-03-09 09:55:15,"Image pack, Video, Image, Short videos, Discussions and forums, AI overview",informational,Organic
cannabist shop,24,21,110,52,0,https://www.polln.com/,0,0,0,0,121000,"14, 100, 100, 100, 100, 100, 14, 78, 100, 100, 100, 100",2026-04-03 22:02:46,"Local pack, Video, Image, Video Carousel",commercial,Organic
how to get medical marijuana,19,19,90,51,0,https://www.polln.com/library/getting-access-to-prescription-natural-medicine-in-australia,0,0,0,0,0,"2, 2, 6, 8, 14, 6, 29, 35, 43, 35, 29, 18",2026-03-16 17:55:41,"Video, Related searches, Discussions and forums, AI overview",informational,Organic
how long does cannabis stay in system,14,19,260,62,0,https://www.polln.com/library/how-long-does-cannabis-stay-in-your-system,0,0,0,0,101000000,"66, 66, 29, 35, 81, 43, 66, 66, 54, 54, 54, 54",2026-04-07 15:18:57,"Sitelinks, Video, People also ask, Discussions and forums, AI overview",informational,Organic
escripts australia,84,84,480,38,2.19,https://www.polln.com/,0,0,0,0.83,798000,"45, 20, 36, 36, 36, 45, 76, 16, 36, 36, 30, 36",2026-03-11 12:03:06,"Video, Image, Related searches, AI overview",informational,Organic
what are terpenes,78,31,210,36,0,https://www.polln.com/library/everything-you-need-to-know-about-cannabis-terpenes,0,0,0,0,13000000,"43, 43, 43, 43, 53, 82, 43, 82, 53, 53, 66, 53",2026-04-06 21:10:35,"Image pack, Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
dr prescribe,54,54,110,51,2.82,https://www.polln.com/,0,0,0,0.56,138,"0, 0, 0, 0, 0, 0, 53, 81, 100, 81, 43, 53",2026-03-20 18:15:17,"Video, People also ask, Related searches, AI overview",informational,Organic
medicinal gummies australia,28,0,70,50,10.38,https://www.polln.com/,0,0,0,0.6,850000,"63, 36, 63, 63, 81, 100, 100, 81, 45, 63, 63, 63",2026-04-05 08:32:41,"Sitelinks, Video, Related searches, AI overview",informational,Organic
buy cannabidiol,34,34,40,24,5.1,https://www.polln.com/,0,0,0,0.7,0,"3, 6, 5, 3, 5, 5, 2, 3, 0, 0, 0, 1",2026-03-17 12:19:04,"Local pack, Sitelinks, Video, Image, Related searches",transactional,Organic
buy cannabidiol,48,34,40,24,5.1,https://www.polln.com/,0,0,0,0.7,0,"3, 6, 5, 3, 5, 5, 2, 3, 0, 0, 0, 1",2026-03-17 12:19:04,"Local pack, Sitelinks, Video, Image, Related searches",transactional,Organic
how long does marijuana stay in system for roadside test,23,0,480,28,0,https://www.polln.com/library/how-long-does-cannabis-stay-in-your-system,0,0,0,0,459000,"0, 0, 0, 13, 30, 30, 100, 36, 36, 45, 45, 55",2026-04-16 17:04:23,"Sitelinks, Video, Related searches, AI overview",informational,Organic
dispensed clinic,69,69,110,31,6.16,https://www.polln.com/locations/brisbane,0,0,0,0.73,0,"52, 66, 66, 52, 52, 52, 52, 52, 42, 52, 42, 42",2026-03-12 03:01:45,"Knowledge panel, Related searches",navigational,Organic
medical marijuana dispensary brisbane,18,0,50,43,0,https://www.polln.com/locations/brisbane,0,0,0,0,118,"27, 27, 27, 36, 27, 36, 100, 100, 81, 81, 63, 36",2026-04-14 21:35:23,"Knowledge panel, Video, Related searches, AI overview",informational,Organic
how much does weed,34,0,210,37,0,https://www.polln.com/library/how-much-does-medicinal-cannabis-cost-in-australia,0,0,0,0.01,178000000,"80, 80, 42, 100, 100, 80, 42, 80, 80, 65, 80, 65",2026-04-19 07:24:44,"Video, People also ask, Related searches, AI overview",informational,Organic
how long does thc stay in blood,1,1,70,52,0,https://www.polln.com/library/how-long-does-cannabis-stay-in-your-system,0,0,0,0,9640000,"63, 63, 63, 63, 63, 63, 63, 63, 100, 63, 63, 63",2026-03-13 15:33:14,"Video, Discussions and forums, AI overview",informational,AI overview
how long does thc stay in blood,1,1,70,52,0,https://www.polln.com/library/how-long-does-cannabis-stay-in-your-system,0,0,0,0,9640000,"63, 63, 63, 63, 63, 63, 63, 63, 100, 63, 63, 63",2026-03-13 15:33:14,"Video, Discussions and forums, AI overview",informational,AI overview
how long does thc stay in blood,10,10,70,52,0,https://www.polln.com/library/how-long-does-cannabis-stay-in-your-system,0,0,0,0,9640000,"63, 63, 63, 63, 63, 63, 63, 63, 100, 63, 63, 63",2026-03-13 15:33:14,"Video, Discussions and forums, AI overview",informational,Organic
how long does thc stay in blood,20,10,70,52,0,https://www.polln.com/library/how-long-does-cannabis-stay-in-your-system,0,0,0,0,9640000,"63, 63, 63, 63, 63, 63, 63, 63, 100, 63, 63, 63",2026-03-13 15:33:14,"Video, Discussions and forums, AI overview",informational,Organic
true green health,32,32,170,28,4.95,https://www.polln.com/locations/adelaide,0,0,0,0.11,2050000000,"21, 100, 53, 65, 34, 53, 43, 53, 53",2026-03-19 18:20:42,"Local pack, Sitelinks, Video, Related searches",navigational,Organic
true green health,74,74,170,28,4.95,https://www.polln.com/,0,0,0,0.11,2050000000,"21, 100, 53, 65, 34, 53, 43, 53, 53",2026-03-19 18:20:42,"Local pack, Sitelinks, Video, Related searches",navigational,Organic
true green health,78,32,170,28,4.95,https://www.polln.com/locations/adelaide,0,0,0,0.11,2050000000,"21, 100, 53, 65, 34, 53, 43, 53, 53",2026-03-19 18:20:42,"Local pack, Sitelinks, Video, Related searches",navigational,Organic
medicinal marijuana,32,19,720,70,0,https://www.polln.com/,0,0,0,0,64100000,"34, 24, 20, 20, 24, 16, 34, 34, 20, 20, 20, 20",2026-03-26 02:25:09,"Video, Image, Related searches, AI overview",informational,Organic
how long will weed stay in your urine,32,0,70,58,0,https://www.polln.com/library/how-long-does-cannabis-stay-in-your-system,0,0,0,0,172000000,"100, 100, 100, 100, 100, 63, 100, 63, 27, 18, 27, 18",2026-04-18 01:03:44,"Sitelinks, Video, People also ask, Discussions and forums, AI overview",informational,Organic
how long does weed last in your saliva,65,0,50,45,0,https://www.polln.com/library/how-long-does-cannabis-stay-in-your-system,0,0,0,0.33,4370000,"33, 33, 33, 33, 33, 33, 9, 9, 9, 9, 9, 52",2026-04-24 10:54:18,"Video, People also ask, Discussions and forums, AI overview",informational,Organic
dr canna contact,42,0,40,9,3.43,https://www.polln.com/locations/adelaide,0,0,0,0.62,9850000,"18, 18, 18, 18, 18, 27, 100, 81, 45, 27, 63, 27",2026-04-15 11:44:34,"Knowledge panel, Video, People also ask, Related searches",navigational,Organic
dr canna contact,85,0,40,9,3.43,https://www.polln.com/locations/perth,0,0,0,0.62,9850000,"18, 18, 18, 18, 18, 27, 100, 81, 45, 27, 63, 27",2026-04-15 11:44:34,"Knowledge panel, Video, People also ask, Related searches",navigational,Organic
medical cannabis melbourne,19,0,260,39,0,https://www.polln.com/locations/melbourne,0,0,0,0,3410000,"43, 43, 53, 43, 53, 35, 82, 82, 82, 100, 82, 100",2026-04-28 11:52:14,"Local pack, Sitelinks, Related searches, Discussions and forums",informational,Organic
medical cannabis melbourne,43,21,260,39,0,https://www.polln.com/,0,0,0,0,3410000,"43, 43, 53, 43, 53, 35, 82, 82, 82, 100, 82, 100",2026-04-28 11:52:14,"Local pack, Sitelinks, Related searches, Discussions and forums",informational,Organic
integrative medicine near me,63,68,260,40,1.17,https://www.polln.com/,0,0,0,0.55,48800000,"66, 43, 43, 54, 43, 66, 100, 54, 66, 54, 18, 43",2026-04-04 00:21:01,"Local pack, Related searches, AI overview","informational, transactional",Organic
medical cannabis aus,10,0,50,57,0,https://www.polln.com/,0,0,0,0,43700000,"5, 1, 0, 1, 1, 8, 18, 15, 18, 18, 15, 15",2026-04-14 21:35:07,"Local pack, Video, Related searches, Discussions and forums, AI overview",informational,Organic
medical mary jane,95,95,390,58,60.25,https://www.polln.com/locations/perth,0,0,0,0.11,141,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 100",2026-03-17 01:34:35,"Video, Video Carousel, Related searches, AI overview",informational,Organic
indica strain,46,37,110,72,0,https://www.polln.com/library/sativa-vs-indica-vs-hybrid-cannabis-what-to-expect,0,0,0,0,23200000,"28, 34, 43, 34, 65, 34, 34, 43, 34, 34, 43, 28",2026-04-25 03:26:47,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
medical weed melbourne,29,16,90,41,41.76,https://www.polln.com/,0,0,0,0.15,2990000,"78, 21, 100, 35, 78, 28, 78, 50, 78, 64, 78, 64",2026-04-17 09:21:49,"Sitelinks, Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
medical weed melbourne,48,6,90,41,41.76,https://www.polln.com/locations/melbourne,0,0,0,0.15,2990000,"78, 21, 100, 35, 78, 28, 78, 50, 78, 64, 78, 64",2026-04-17 09:21:49,"Sitelinks, Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
medical cannibis doctors,69,0,140,35,115.11,https://www.polln.com/practitioners/dr-joel-wren,0,0,0,0.06,112000000,"0, 0, 0, 0, 0, 80, 65, 100, 100, 100, 80, 80",2026-04-23 07:24:04,"Local pack, Video, Related searches",commercial,Organic
doctor prescription online australia,50,50,90,40,4.08,https://www.polln.com/,0,0,0,0.85,141,"21, 21, 21, 21, 21, 21, 43, 34, 43, 43, 43, 12",2026-03-29 05:29:42,"Video, Related searches, AI overview",informational,Organic
driving on weed,37,56,70,30,56.79,https://www.polln.com/library/medicinal-cannabis-and-driving-what-you-need-to-know-as-a-patient-in-australia,0,0,0,0.05,92400000,"63, 63, 45, 63, 45, 63, 63, 81, 81, 63, 63, 81",2026-04-25 00:35:07,"Sitelinks, Video, Video Carousel, People also ask, Discussions and forums, AI overview",informational,Organic
marijuana prescription victoria,9,0,50,33,0,https://www.polln.com/locations/melbourne,0,0,0,0,1180000,"0, 0, 2, 6, 9, 6, 9, 6, 5, 9, 9, 6",2026-04-29 12:49:56,"Video, Image, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
weed sydney,66,0,70,28,0,https://www.polln.com/locations/sydney,0,0,0,0,18500000,"29, 2, 2, 2, 2, 4, 14, 14, 29, 29, 35, 29",2026-04-12 11:12:49,"Sitelinks, Video, People also ask, Related searches, Discussions and forums",informational,Organic
how long are scripts valid for australia,71,0,50,9,0,https://www.polln.com/faqs/do-my-prescriptions-expire,0,0,0,0.33,11000000,"35, 21, 35, 14, 50, 64, 50, 14, 14, 64, 21, 28",2026-04-13 23:10:49,"Sitelinks, Video, Related searches, Discussions and forums, AI overview",informational,Organic
dispensary brisbane,90,90,170,44,72.49,https://www.polln.com/locations/brisbane,0,0,0,0.53,321000,"100, 80, 80, 80, 100, 66, 80, 66, 66, 80, 80, 66",2026-03-30 14:04:53,"Local pack, Sitelinks, Video, Image, Related searches",commercial,Organic
doctors who can prescribe cbd oil melbourne,38,38,70,33,0,https://www.polln.com/locations/melbourne,0,0,0,0,39300,"33, 42, 33, 42, 42, 33, 42, 33, 23, 33, 19, 19",2026-03-31 07:36:14,"Local pack, Video, People also ask, Related searches, AI overview",informational,Organic
doctors who can prescribe cbd oil melbourne,84,84,70,33,0,https://www.polln.com/our-doctors,0,0,0,0,39300,"33, 42, 33, 42, 42, 33, 42, 33, 23, 33, 19, 19",2026-03-31 07:36:14,"Local pack, Video, People also ask, Related searches, AI overview",informational,Organic
how long does weed show up on drug test,22,22,50,56,0,https://www.polln.com/library/how-long-does-cannabis-stay-in-your-system,0,0,0,0.33,0,"15, 2, 15, 15, 15, 2, 2, 2, 2, 2, 2, 2",2026-03-10 06:11:28,"Sitelinks, Video, Related searches, AI overview",informational,Organic
cannalink clinic,9,19,260,22,5.5,https://www.polln.com/,0,0,0,0.74,91,"28, 5, 28, 28, 43, 53, 100, 100, 82, 100, 82, 100",2026-04-05 05:13:09,"Knowledge panel, Sitelinks, People also ask, Related searches",navigational,Organic
australian access clinics,64,0,720,40,5.72,https://www.polln.com/locations/perth,0,0,0,0.3,117,"67, 67, 76, 67, 55, 36, 55, 45, 30, 45, 45, 45",2026-04-08 15:03:13,"Local pack, Sitelinks, Video, Related searches",navigational,Organic
cannabis in system for how long,17,20,90,64,0,https://www.polln.com/library/how-long-does-cannabis-stay-in-your-system,0,0,0,0,117000000,"64, 50, 50, 64, 50, 50, 50, 50, 35, 50, 100, 50",2026-04-08 03:40:46,"Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
medical mj doctors,40,28,210,38,115.11,https://www.polln.com/practitioners/dr-joel-wren,0,0,0,0.06,287000000,"100, 80, 65, 100, 100, 80, 65, 100, 100, 100, 80, 80",2026-04-11 02:14:20,"Video, People also ask, Related searches, AI overview",informational,Organic
medical mj doctors,66,0,210,38,115.11,https://www.polln.com/locations/perth,0,0,0,0.06,287000000,"100, 80, 65, 100, 100, 80, 65, 100, 100, 100, 80, 80",2026-04-11 02:14:20,"Video, People also ask, Related searches, AI overview",informational,Organic
mmj clinic near me,51,51,90,40,88.29,https://www.polln.com/locations/brisbane,0,0,0,0.05,111,"42, 33, 42, 52, 42, 100, 33, 42, 33, 52, 33, 42",2026-03-11 21:42:34,"Knowledge panel, Image, Related searches, AI overview","informational, transactional",Organic
mmj clinic near me,64,64,90,40,88.29,https://www.polln.com/locations/adelaide,0,0,0,0.05,111,"42, 33, 42, 52, 42, 100, 33, 42, 33, 52, 33, 42",2026-03-11 21:42:34,"Knowledge panel, Image, Related searches, AI overview","informational, transactional",Organic
indica hybrid,1,0,70,47,0,https://www.polln.com/library/sativa-vs-indica-vs-hybrid-cannabis-what-to-expect,0,0,0,0,26900000,"81, 63, 45, 63, 63, 63, 81, 100, 63, 81, 63, 100",2026-04-16 05:10:12,"Video, Video Carousel, People also ask, Related searches, Short videos, AI overview","commercial, informational",AI overview
online cannabis prescription,1,1,210,47,0,https://www.polln.com/,0,0,0,0,0,"65, 81, 53, 65, 65, 53, 65, 34, 53, 43, 65, 100",2026-03-07 21:04:40,"Video, Related searches, AI overview",commercial,AI overview
online cannabis prescription,21,21,210,47,0,https://www.polln.com/locations/adelaide,0,0,0,0,0,"65, 81, 53, 65, 65, 53, 65, 34, 53, 43, 65, 100",2026-03-07 21:04:40,"Video, Related searches, AI overview",commercial,Organic
online cannabis prescription,63,21,210,47,0,https://www.polln.com/locations/adelaide,0,0,0,0,0,"65, 81, 53, 65, 65, 53, 65, 34, 53, 43, 65, 100",2026-03-07 21:04:40,"Video, Related searches, AI overview",commercial,Organic
how long does weed last in saliva,61,61,50,41,0,https://www.polln.com/library/how-long-does-cannabis-stay-in-your-system,0,0,0,0.33,6110000,"26, 26, 26, 34, 34, 26, 7, 7, 7, 7, 7, 42",2026-03-19 07:14:12,"Video, Discussions and forums, AI overview",informational,Organic
where to get weed in perth,33,0,50,17,103.82,https://www.polln.com/locations/perth,0,0,0,0.27,7520000,"14, 14, 14, 14, 14, 14, 50, 50, 78, 50, 64, 64",2026-04-12 12:09:12,"Sitelinks, Video, People also ask, Discussions and forums, AI overview",informational,Organic
