Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
how much does the combined pill cost,11,11,70,15,1.04,https://www.candormedical.com/treatments/contraceptive-pill,0,0,0,0.04,0,"29, 29, 64, 5, 11, 64, 64, 52, 52, 64, 100, 23",2026-03-08 01:52:28,"Sitelinks, Image, Related searches, AI overview",informational,Organic
marijuana prescription victoria,64,0,50,33,0,https://www.candormedical.com/,0,0,0,0,1180000,"0, 0, 2, 6, 9, 6, 9, 6, 5, 9, 9, 6",2026-04-29 12:49:56,"Video, Image, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
medicinal marijuanas melbourne,86,86,90,40,0,https://www.candormedical.com/,0,0,0,0,0,"11, 6, 15, 1, 3, 5, 28, 28, 28, 15, 15, 35",2026-03-16 19:57:37,"Local pack, Video, Related searches",commercial,Organic
cbd prescription,50,0,90,60,16.02,https://www.candormedical.com/,0,0,0,0.81,169000000,"64, 41, 41, 41, 64, 52, 52, 41, 41, 41, 41, 41",2026-04-24 06:52:54,"Video, People also ask, Related searches, Discussions and forums, AI overview","commercial, informational",Organic
dispensary brisbane,28,28,170,44,72.49,https://www.candormedical.com/,0,0,0,0.53,321000,"100, 80, 80, 80, 100, 66, 80, 66, 66, 80, 80, 66",2026-03-30 14:04:53,"Local pack, Sitelinks, Video, Image, Related searches",commercial,Organic
dispensary brisbane,30,28,170,44,72.49,https://www.candormedical.com/,0,0,0,0.53,321000,"100, 80, 80, 80, 100, 66, 80, 66, 66, 80, 80, 66",2026-03-30 14:04:53,"Local pack, Sitelinks, Video, Image, Related searches",commercial,Organic
candors,12,0,70,60,2.42,https://app.candormedical.com/,0,0,0,0.25,15400000,"0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0",2026-04-01 04:40:52,"Instant answer, Image pack, Video, Image, Video Carousel, People also ask, Related searches",informational,Organic
alternative therapy medicine,48,0,390,81,66.82,https://www.candormedical.com/,0,0,0,0.41,858000000,"66, 54, 36, 19, 81, 81, 19, 81, 23, 19, 66, 54",2026-03-31 23:20:57,"Local pack, Sitelinks, Image, Related searches, AI overview",informational,Organic
medicinal cannabinoids qld,13,13,170,51,0,https://www.candormedical.com/,0,0,0,0,0,"65, 65, 53, 81, 81, 43, 34, 53, 65, 53, 53, 43",2026-03-09 19:08:47,"Local pack, Video, Related searches, Discussions and forums, AI overview",informational,Organic
online cannabis prescription,89,89,210,47,0,https://www.candormedical.com/,0,0,0,0,0,"65, 81, 53, 65, 65, 53, 65, 34, 53, 43, 65, 100",2026-03-07 21:04:40,"Video, Related searches, AI overview",commercial,Organic
candor medical review,14,14,70,28,3.26,https://www.candormedical.com/treatments/weight-loss,0,0,0,0.32,0,"3, 12, 6, 6, 34, 15, 43, 65, 12, 12, 12, 6",2026-03-14 09:40:15,"Knowledge panel, Related searches","commercial, informational",Organic
candor medical review,16,16,70,28,3.26,https://www.candormedical.com/treatments/hair-loss,0,0,0,0.32,0,"3, 12, 6, 6, 34, 15, 43, 65, 12, 12, 12, 6",2026-03-14 09:40:15,"Knowledge panel, Related searches","commercial, informational",Organic
candor medical review,17,17,70,28,3.26,https://www.candormedical.com/treatments/erectile-dysfunction,0,0,0,0.32,0,"3, 12, 6, 6, 34, 15, 43, 65, 12, 12, 12, 6",2026-03-14 09:40:15,"Knowledge panel, Related searches","commercial, informational",Organic
candor medical review,43,43,70,28,3.26,https://www.candormedical.com/treatments/anti-ageing,0,0,0,0.32,0,"3, 12, 6, 6, 34, 15, 43, 65, 12, 12, 12, 6",2026-03-14 09:40:15,"Knowledge panel, Related searches","commercial, informational",Organic
candor medical review,47,47,70,28,3.26,https://www.candormedical.com/treatments/cold-sores,0,0,0,0.32,0,"3, 12, 6, 6, 34, 15, 43, 65, 12, 12, 12, 6",2026-03-14 09:40:15,"Knowledge panel, Related searches","commercial, informational",Organic
candor medical review,51,47,70,28,3.26,https://www.candormedical.com/treatments/cold-sores,0,0,0,0.32,0,"3, 12, 6, 6, 34, 15, 43, 65, 12, 12, 12, 6",2026-03-14 09:40:15,"Knowledge panel, Related searches","commercial, informational",Organic
candor medical review,64,64,70,28,3.26,https://www.candormedical.com/treatments/acne,0,0,0,0.32,0,"3, 12, 6, 6, 34, 15, 43, 65, 12, 12, 12, 6",2026-03-14 09:40:15,"Knowledge panel, Related searches","commercial, informational",Organic
candor medical review,68,68,70,28,3.26,https://www.candormedical.com/terms-and-conditions,0,0,0,0.32,0,"3, 12, 6, 6, 34, 15, 43, 65, 12, 12, 12, 6",2026-03-14 09:40:15,"Knowledge panel, Related searches","commercial, informational",Organic
candle app,37,0,110,37,0.06,https://app.candormedical.com/,0,0,0,0.01,583000000,"9, 9, 52, 52, 9, 52, 52, 100, 66, 80, 66, 80",2026-04-10 16:03:37,"Image pack, Sitelinks, Video, Related searches",informational,Organic
medical cannabidiol,38,0,110,62,12.64,https://www.candormedical.com/,0,0,0,0.2,6360000,"43, 14, 22, 18, 29, 14, 14, 18, 22, 22, 10, 18",2026-04-01 16:45:12,"Local pack, Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
candle application,52,0,110,30,0.06,https://www.candormedical.com/,0,0,0,0.01,602000000,"11, 11, 64, 64, 11, 64, 64, 100, 100, 100, 64, 100",2026-04-01 11:17:15,"Sitelinks, Video, Video Carousel, People also ask, Related searches",informational,Organic
candle application,88,0,110,30,0.06,https://www.candormedical.com/,0,0,0,0.01,602000000,"11, 11, 64, 64, 11, 64, 64, 100, 100, 100, 64, 100",2026-04-01 11:17:15,"Sitelinks, Video, Video Carousel, People also ask, Related searches",informational,Organic
weed online australia,16,0,70,49,0,https://www.candormedical.com/,0,0,0,0,16700000,"21, 7, 28, 14, 21, 21, 50, 64, 64, 100, 100, 78",2026-04-15 11:43:53,"Video, Related searches, Discussions and forums",commercial,Organic
weed online australia,28,0,70,49,0,https://www.candormedical.com/,0,0,0,0,16700000,"21, 7, 28, 14, 21, 21, 50, 64, 64, 100, 100, 78",2026-04-15 11:43:53,"Video, Related searches, Discussions and forums",commercial,Organic
cbd gummies brisbane,1,1,50,17,0,https://www.candormedical.com/,0,0,0,0,86700,"81, 63, 45, 45, 45, 63, 63, 18, 9, 18, 18, 18",2026-03-13 07:54:38,"Local pack, Sitelinks, Video, Related searches, AI overview",informational,AI overview
doctors who can prescribe cbd oil gold coast,40,0,70,6,0,https://www.candormedical.com/,0,0,0,0,75300,"77, 55, 55, 77, 100, 55, 77, 77, 77, 100, 55, 55",2026-04-30 01:38:09,"Local pack, Video, People also ask, Related searches, Discussions and forums",commercial,Organic
medical marijuanas clinic near me,29,0,40,31,88.29,https://www.candormedical.com/,0,0,0,0.05,80500000,"0, 0, 0, 0, 0, 0, 63, 81, 63, 100, 63, 81",2026-04-15 16:54:40,"Local pack, Video, Related searches","informational, transactional",Organic
medicinal cannabis consultant,53,47,110,14,0,https://www.candormedical.com/,0,0,0,0,131,"100, 100, 100, 100, 100, 100, 7, 78, 100, 100, 7, 28",2026-04-26 00:01:57,"Knowledge panel, Video, Related searches, Discussions and forums",informational,Organic
edibles australia legal online,80,0,170,,1.95,https://www.candormedical.com/,0,0,0,0.45,765000,"42, 42, 80, 53, 100, 65, 80, 80, 80, 80, 65, 80",2026-04-01 09:02:24,"Sitelinks, Video, Related searches, Discussions and forums, AI overview",informational,Organic
south australia medical cannabis,44,44,210,49,31.22,https://www.candormedical.com/,0,0,0,0.61,14400000,"53, 53, 43, 66, 100, 66, 66, 43, 35, 43, 53, 53",2026-03-30 08:13:58,"Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
south australia medical cannabis,54,44,210,49,31.22,https://www.candormedical.com/,0,0,0,0.61,14400000,"53, 53, 43, 66, 100, 66, 66, 43, 35, 43, 53, 53",2026-03-30 08:13:58,"Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
dubbo skin clinic,66,0,70,21,0.98,https://www.candormedical.com/,0,0,0,0.07,133000,"64, 64, 64, 17, 23, 29, 41, 41, 29, 29, 29, 29",2026-04-01 07:02:05,"Local pack, Video, Image, Related searches",commercial,Organic
medical marijuana brisbane,48,48,210,46,0,https://www.candormedical.com/,0,0,0,0,145,"59, 9, 11, 11, 11, 9, 26, 26, 21, 26, 32, 26",2026-03-19 05:07:09,"Video, Related searches, Discussions and forums, AI overview",informational,Organic
varsity lakes gp,37,37,170,32,1.52,https://www.candormedical.com/,0,0,0,0.09,284000,"80, 80, 80, 65, 53, 80, 100, 65, 34, 53, 53, 53",2026-03-30 15:09:42,"Local pack, Image, Related searches",commercial,Organic
what do i do if i missed a pill,11,11,70,25,0,https://www.candormedical.com/education/what-do-i-do-if-i-miss-a-pill,0,0,0,0.01,0,"63, 63, 63, 81, 36, 63, 63, 81, 63, 63, 81, 63",2026-03-11 02:19:32,"Video, Image, Related searches, AI overview",informational,Organic
how to get prescription weed,87,0,40,63,44.78,https://www.candormedical.com/,0,0,0,0.58,135,"100, 55, 22, 77, 33, 22, 22, 22, 44, 44, 22, 33",2026-04-15 23:13:50,"Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
buying medical weed online,19,14,40,39,41.92,https://www.candormedical.com/,0,0,0,0.23,71100000,"81, 63, 18, 45, 81, 81, 18, 18, 18, 18, 18, 18",2026-04-19 20:31:22,"Video, Related searches, Discussions and forums",informational,Organic
buying medical weed online,30,14,40,39,41.92,https://www.candormedical.com/,0,0,0,0.23,71100000,"81, 63, 18, 45, 81, 81, 18, 18, 18, 18, 18, 18",2026-04-19 20:31:22,"Video, Related searches, Discussions and forums",informational,Organic
edibles sydney,45,45,140,,0,https://www.candormedical.com/,0,0,0,0,103,"29, 19, 23, 23, 23, 19, 19, 6, 12, 15, 15, 15",2026-03-06 23:42:19,"Knowledge panel, Related searches",commercial,Organic
edibles sydney,54,45,140,,0,https://www.candormedical.com/,0,0,0,0,103,"29, 19, 23, 23, 23, 19, 19, 6, 12, 15, 15, 15",2026-03-06 23:42:19,"Knowledge panel, Related searches",commercial,Organic
cannabis website,100,0,50,57,0,https://www.candormedical.com/,0,0,0,0,107000000,"0, 0, 2, 2, 0, 2, 2, 2, 29, 29, 29, 29",2026-04-26 18:36:53,"Video, People also ask, Related searches, AI overview",informational,Organic
medicine alternative,91,0,40,,66.82,https://www.candormedical.com/,0,0,0,0.41,1190000000,"21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0",2026-04-15 08:11:28,"Video, Image, Video Carousel, Related searches, AI overview",informational,Organic
candor review,3,3,140,28,3.88,https://www.candormedical.com/faq,0,0,0,0.34,7380000,"42, 42, 42, 52, 100, 100, 100, 100, 52, 33, 33, 23",2026-03-13 20:15:05,"Sitelinks, Video, Related searches, Discussions and forums, AI overview",commercial,AI overview
candor review,7,7,140,28,3.88,https://www.candormedical.com/treatments/weight-loss,0,0,0,0.34,7380000,"42, 42, 42, 52, 100, 100, 100, 100, 52, 33, 33, 23",2026-03-13 20:15:05,"Sitelinks, Video, Related searches, Discussions and forums, AI overview",commercial,Organic
candor review,11,11,140,28,3.88,https://www.candormedical.com/treatments/contraceptive-pill,0,0,0,0.34,7380000,"42, 42, 42, 52, 100, 100, 100, 100, 52, 33, 33, 23",2026-03-13 20:15:05,"Sitelinks, Video, Related searches, Discussions and forums, AI overview",commercial,Organic
birth control prices,67,96,70,19,1.09,https://www.candormedical.com/treatments/contraceptive-pill,0,0,0,0.05,215000000,"45, 63, 45, 63, 63, 63, 81, 81, 81, 45, 81, 45",2026-04-27 11:59:42,"Sitelinks, Video, Image, People also ask, Related searches, AI overview",informational,Organic
online telehealth doctors,65,65,40,56,5.09,https://www.candormedical.com/,0,0,0,0.87,148,"18, 18, 18, 18, 18, 18, 36, 100, 36, 100, 36, 36",2026-03-09 22:10:31,"Video, Related searches, AI overview",informational,Organic
medicinal cannabis prescription,42,0,390,52,0,https://www.candormedical.com/,0,0,0,0,153,"29, 36, 100, 54, 54, 44, 44, 44, 29, 19, 54, 54",2026-04-01 05:05:56,"Local pack, Video, Related searches, Discussions and forums, AI overview",informational,Organic
alternative medicine australia,10,7,110,49,44.75,https://www.candormedical.com/,0,0,0,0.79,403000000,"29, 64, 41, 52, 41, 52, 64, 82, 64, 64, 100, 64",2026-04-09 00:13:57,"Video, Image, Video Carousel, Related searches, AI overview",informational,Organic
alternative medicine australia,24,7,110,49,44.75,https://www.candormedical.com/,0,0,0,0.79,403000000,"29, 64, 41, 52, 41, 52, 64, 82, 64, 64, 100, 64",2026-04-09 00:13:57,"Video, Image, Video Carousel, Related searches, AI overview",informational,Organic
cannabis doctor tasmania,61,61,70,34,0,https://www.candormedical.com/,0,0,0,0,391000,"100, 52, 82, 64, 17, 11, 23, 17, 23, 23, 29, 17",2026-03-21 04:01:06,"Knowledge panel, Sitelinks, Video, Image, Related searches",navigational,Organic
authorised prescriber adelaide,40,53,50,25,65.96,https://www.candormedical.com/,0,0,0,0.56,67,"5, 3, 3, 3, 3, 3, 4, 4, 3, 2, 3, 2",2026-04-07 19:11:44,"Video, Related searches, AI overview",informational,Organic
mode health,39,0,70,28,3.85,https://www.candormedical.com/,0,0,0,0.08,90,"41, 41, 41, 41, 29, 52, 41, 41, 41, 29, 52, 52",2026-04-19 05:56:34,"Knowledge panel, Sitelinks, Video, People also ask, Related searches",navigational,Organic
why am i waking up so tired,83,83,70,49,0.34,https://www.candormedical.com/education/why-am-i-waking-up-so-tired,0,0,0,0.15,150000000,"64, 41, 41, 23, 29, 29, 23, 41, 29, 41, 52, 52",2026-03-30 00:20:23,"Sitelinks, Video, Related searches, AI overview",informational,Organic
candor contact number,1,0,50,12,1.71,https://www.candormedical.com/contact,0,0,0,0.23,3090000,"11, 11, 11, 11, 100, 64, 41, 52, 11, 11, 11, 11",2026-04-28 04:59:57,"Ads bottom, People also ask, Related searches",informational,People also ask
candor contact number,1,1,50,12,1.71,https://www.candormedical.com/faq,0,0,0,0.23,3090000,"11, 11, 11, 11, 100, 64, 41, 52, 11, 11, 11, 11",2026-04-28 04:59:57,"Ads bottom, People also ask, Related searches",informational,People also ask
candor contact number,1,1,50,12,1.71,https://www.candormedical.com/,0,0,0,0.23,3090000,"11, 11, 11, 11, 100, 64, 41, 52, 11, 11, 11, 11",2026-04-28 04:59:57,"Ads bottom, People also ask, Related searches",informational,People also ask
candor contact number,2,2,50,12,1.71,https://www.candormedical.com/,0,0,0,0.23,3090000,"11, 11, 11, 11, 100, 64, 41, 52, 11, 11, 11, 11",2026-04-28 04:59:57,"Ads bottom, People also ask, Related searches",informational,Organic
candor contact number,3,3,50,12,1.71,https://www.candormedical.com/faq,0,0,0,0.23,3090000,"11, 11, 11, 11, 100, 64, 41, 52, 11, 11, 11, 11",2026-04-28 04:59:57,"Ads bottom, People also ask, Related searches",informational,Organic
candor contact number,5,0,50,12,1.71,https://www.candormedical.com/terms-and-conditions,0,0,0,0.23,3090000,"11, 11, 11, 11, 100, 64, 41, 52, 11, 11, 11, 11",2026-04-28 04:59:57,"Ads bottom, People also ask, Related searches",informational,Organic
candor contact number,9,4,50,12,1.71,https://www.candormedical.com/privacy-policy,0,0,0,0.23,3090000,"11, 11, 11, 11, 100, 64, 41, 52, 11, 11, 11, 11",2026-04-28 04:59:57,"Ads bottom, People also ask, Related searches",informational,Organic
candor contact number,18,0,50,12,1.71,https://app.candormedical.com/,0,0,0,0.23,3090000,"11, 11, 11, 11, 100, 64, 41, 52, 11, 11, 11, 11",2026-04-28 04:59:57,"Ads bottom, People also ask, Related searches",informational,Organic
candor contact number,36,10,50,12,1.71,https://www.candormedical.com/treatments/alternative-therapy,0,0,0,0.23,3090000,"11, 11, 11, 11, 100, 64, 41, 52, 11, 11, 11, 11",2026-04-28 04:59:57,"Ads bottom, People also ask, Related searches",informational,Organic
candor catalogue,4,4,50,18,2.69,https://www.candormedical.com/,0,0,0,0.52,319000,"29, 29, 100, 82, 29, 41, 17, 23, 11, 17, 11, 11",2026-03-24 18:54:03,"Image pack, Sitelinks, People also ask, Related searches","informational, transactional",People also ask
candor catalogue,4,4,50,18,2.69,https://www.candormedical.com/pricing-guide,0,0,0,0.52,319000,"29, 29, 100, 82, 29, 41, 17, 23, 11, 17, 11, 11",2026-03-24 18:54:03,"Image pack, Sitelinks, People also ask, Related searches","informational, transactional",People also ask
candor catalogue,4,4,50,18,2.69,https://www.candormedical.com/faq,0,0,0,0.52,319000,"29, 29, 100, 82, 29, 41, 17, 23, 11, 17, 11, 11",2026-03-24 18:54:03,"Image pack, Sitelinks, People also ask, Related searches","informational, transactional",People also ask
candor catalogue,6,6,50,18,2.69,https://www.candormedical.com/faq,0,0,0,0.52,319000,"29, 29, 100, 82, 29, 41, 17, 23, 11, 17, 11, 11",2026-03-24 18:54:03,"Image pack, Sitelinks, People also ask, Related searches","informational, transactional",Organic
candor catalogue,11,11,50,18,2.69,https://app.candormedical.com/alternative-therapy-form,0,0,0,0.52,319000,"29, 29, 100, 82, 29, 41, 17, 23, 11, 17, 11, 11",2026-03-24 18:54:03,"Image pack, Sitelinks, People also ask, Related searches","informational, transactional",Organic
how to get medical marijuanas card qld,31,25,720,45,47.77,https://www.candormedical.com/,0,0,0,0.81,121000,"66, 36, 54, 54, 41, 41, 7, 30, 5, 4, 20, 24",2026-04-08 05:12:42,"Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
how to get medical marijuanas nsw online,26,0,40,21,51.74,https://www.candormedical.com/,0,0,0,0.84,110,"0, 28, 28, 42, 100, 57, 100, 71, 71",2026-04-15 23:11:59,"Sitelinks, Video, People also ask, Related searches, Discussions and forums, Ads middle, AI overview",informational,Organic
anti aging clinic melbourne,95,95,90,41,0,https://www.candormedical.com/,0,0,0,0,0,"29, 23, 29, 17, 23, 23, 82, 82, 100, 100, 82, 82",2026-03-09 22:45:48,"Knowledge panel, Image, Related searches",informational,Organic
how to skip your period,29,18,50,49,1.22,https://www.candormedical.com/education/how-to-skip-your-period,0,0,0,0.1,1550000000,"14, 14, 14, 78, 78, 21, 78, 14, 14, 14, 35, 50",2026-04-23 00:51:17,"Video, Image, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
alternative health medicine,24,0,480,73,66.82,https://www.candormedical.com/,0,0,0,0.41,143,"67, 19, 36, 81, 67, 67, 15, 67, 100, 100, 54, 44",2026-04-01 17:49:11,"Local pack, Sitelinks, Video, Video Carousel, Related searches, AI overview",informational,Organic
medical vapes australia,52,29,110,43,0,https://www.candormedical.com/,0,0,0,0,2690000,"82, 64, 100, 82, 29, 23, 41, 41, 100, 82, 82, 100",2026-04-02 01:08:09,"Video, Image, Related searches, AI overview",informational,Organic
kensington medical centre,46,0,320,22,1.21,https://www.candormedical.com/,0,0,0,0.12,119,"29, 29, 44, 36, 44, 36, 36, 44, 36, 44, 29, 29",2026-04-01 00:51:32,"Local pack, Related searches",commercial,Organic
kensington medical centre,59,0,320,22,1.21,https://www.candormedical.com/,0,0,0,0.12,119,"29, 29, 44, 36, 44, 36, 36, 44, 36, 44, 29, 29",2026-04-01 00:51:32,"Local pack, Related searches",commercial,Organic
nurse next door australia,45,45,110,16,2.06,https://www.candormedical.com/,0,0,0,0.35,0,"42, 34, 26, 26, 26, 42, 53, 65, 65, 53, 53, 53",2026-03-06 20:12:50,"Knowledge panel, Video, Related searches",navigational,Organic
medical cannabis providers,16,0,90,51,0,https://www.candormedical.com/,0,0,0,0.33,139,"100, 18, 18, 100, 100, 100, 100, 63, 63, 81, 81, 63",2026-04-24 15:03:13,"Local pack, Video, People also ask, Related searches, Discussions and forums",commercial,Organic
medical cannabis providers,39,0,90,51,0,https://www.candormedical.com/,0,0,0,0.33,139,"100, 18, 18, 100, 100, 100, 100, 63, 63, 81, 81, 63",2026-04-24 15:03:13,"Local pack, Video, People also ask, Related searches, Discussions and forums",commercial,Organic
medical cannabis providers,40,0,90,51,0,https://www.candormedical.com/,0,0,0,0.33,139,"100, 18, 18, 100, 100, 100, 100, 63, 63, 81, 81, 63",2026-04-24 15:03:13,"Local pack, Video, People also ask, Related searches, Discussions and forums",commercial,Organic
kind medical,89,0,50,17,0,https://www.candormedical.com/,0,0,0,0,2450000000,"0, 0, 0, 2, 2, 2, 4, 6, 29, 35, 35, 35",2026-04-14 04:18:23,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches",navigational,Organic
weed online,47,16,140,39,0,https://www.candormedical.com/,0,0,0,0,180,"29, 29, 29, 29, 29, 22, 29, 22, 29, 29, 29, 29",2026-04-18 09:08:26,"Video, Image",commercial,Organic
weed online,52,16,140,39,0,https://www.candormedical.com/,0,0,0,0,180,"29, 29, 29, 29, 29, 22, 29, 22, 29, 29, 29, 29",2026-04-18 09:08:26,"Video, Image",commercial,Organic
marajuana prescription online,7,0,50,47,0,https://www.candormedical.com/,0,0,0,0,33500000,100,2026-04-29 12:46:22,"Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
kensington medical clinic,33,0,90,13,0,https://www.candormedical.com/,0,0,0,0.04,388000,"28, 23, 18, 11, 11, 11, 15, 11, 8, 8, 11, 6",2026-04-01 22:58:57,"Video, Related searches",informational,Organic
jetlag social,41,0,50,45,0,https://www.candormedical.com/education/social-jet-lag,0,0,0,0.33,12000000,"18, 18, 18, 100, 18, 18, 18, 100, 100, 100, 18, 18",2026-04-14 02:57:26,"Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
hair loss gold coast,52,0,90,23,0,https://www.candormedical.com/,0,0,0,0.66,73900000,"6, 53, 100, 21, 15, 6, 15, 15, 15, 21, 21, 21",2026-04-07 23:45:11,"Local pack, Sitelinks, Video, Image, Related searches, Discussions and forums",commercial,Organic
cbd medical clinic,63,63,210,48,1.49,https://www.candormedical.com/,0,0,0,0.28,180000000,"66, 35, 43, 43, 82, 28, 43, 35, 66, 53, 53, 43",2026-03-31 01:05:57,"Local pack, Related searches",commercial,Organic
consult medical,4,4,40,69,5.06,https://www.candormedical.com/,0,0,0,0.43,567000000,"7, 7, 7, 42, 42, 7, 7, 7, 7, 7, 7, 7",2026-03-27 16:22:51,"Sitelinks, Video, Related searches",navigational,Organic
what to do if missed pill,46,30,70,45,0,https://www.candormedical.com/education/what-do-i-do-if-i-miss-a-pill,0,0,0,0.01,109,"41, 41, 41, 52, 23, 41, 41, 52, 41, 41, 41, 41",2026-04-01 09:59:17,"Video, Image, People also ask, Related searches, AI overview",informational,Organic
medical marijuanna,63,0,90,67,0,https://www.candormedical.com/,0,0,0,0,70900000,"0, 78, 21, 64, 100, 78, 78, 64, 78, 78, 78, 78",2026-04-24 04:11:37,"Top stories, Video, Video Carousel, People also ask, Related searches, Discussions and forums",informational,Organic
social jet lag,9,0,50,40,0,https://www.candormedical.com/education/social-jet-lag,0,0,0,0.33,22000000,"11, 11, 11, 64, 11, 11, 11, 64, 64, 64, 23, 11",2026-04-14 19:07:56,"Video, Video Carousel, Related searches, AI overview",informational,Organic
online pill prescription,88,88,170,13,3.6,https://www.candormedical.com/treatments/contraceptive-pill,0,0,0,0.9,82000000,"65, 34, 43, 43, 65, 43, 100, 65, 81, 34, 34, 34",2026-03-19 01:09:53,"Sitelinks, Video, Related searches, AI overview",informational,Organic
cannabis prescription online,10,3,140,39,0,https://www.candormedical.com/,0,0,0,0,207,"15, 15, 11, 26, 15, 19, 100, 100, 80, 80, 100, 100",2026-04-21 06:00:39,"Video, People also ask, Related searches",informational,Organic
anti aging clinic sydney,76,0,90,18,0,https://www.candormedical.com/,0,0,0,0,4080000,"33, 19, 33, 33, 23, 23, 52, 52, 66, 80, 100, 52",2026-03-31 18:10:50,"Local pack, Image, Related searches",commercial,Organic
doctor cbd,67,0,90,53,6.29,https://www.candormedical.com/,0,0,0,0.44,263000000,"11, 11, 11, 11, 11, 18, 15, 15, 18, 11, 11, 11",2026-04-17 13:52:22,"Local pack, Sitelinks, Video, Image, People also ask, Related searches",navigational,Organic
medicinal cannabinoids sunshine coast,57,57,50,13,0,https://www.candormedical.com/,0,0,0,0.33,262000,"77, 77, 77, 77, 77, 55, 77, 55, 55, 22, 22, 22",2026-03-06 11:52:26,"Local pack, Video, Video Carousel, Related searches, AI overview",informational,Organic
buy cbd oil online australia,57,0,50,,0,https://www.candormedical.com/,0,0,0,0,50200000,"4, 5, 2, 4, 5, 2, 4, 7, 5, 5, 7, 5",2026-04-26 16:46:24,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
dr cbd,65,65,40,32,6.29,https://www.candormedical.com/,0,0,0,0.44,0,"22, 0, 77, 33, 77, 100, 55, 100, 22, 11, 11, 0",2026-03-19 04:22:00,"Video, Video Carousel, Related searches","informational, transactional",Organic
medical weed prescription,33,8,140,62,83.71,https://www.candormedical.com/,0,0,0,0.57,206,"2, 2, 8, 8, 6, 100, 43, 10, 43, 54, 43, 43",2026-04-06 20:08:48,"Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
alternate medicine,17,0,40,63,66.82,https://www.candormedical.com/,0,0,0,0.41,42600000,"0, 7, 1, 0, 0, 12, 7, 5, 5, 4, 4, 3",2026-04-01 20:36:21,"Local pack, Image pack, Video, Image, Related searches, AI overview",informational,Organic
thc gummies australia prescription,40,40,260,39,0,https://www.candormedical.com/,0,0,0,0,235000,"29, 29, 43, 66, 81, 43, 43, 43, 29, 100, 81, 35",2026-03-31 12:12:35,"Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
tasmanian cannabis doctors,53,53,70,19,0,https://www.candormedical.com/,0,0,0,0,0,"45, 63, 45, 36, 100, 18, 100, 100, 18, 100, 100, 81",2026-03-12 23:21:08,"Knowledge panel, Video, Featured snippet, Related searches",informational,Organic
contraceptive pill cost,40,0,260,32,1.01,https://www.candormedical.com/treatments/contraceptive-pill,0,0,0,0.06,86,"66, 28, 66, 53, 66, 66, 82, 100, 100, 82, 100, 35",2026-04-15 22:48:25,"Sitelinks, Video, Image, People also ask, Related searches, AI overview",informational,Organic
medical cannabis telehealth,1,1,70,33,0,https://www.candormedical.com/,0,0,0,0.33,0,"100, 27, 18, 27, 100, 18, 18, 18, 100, 45, 100, 81",2026-03-08 22:46:34,"Video, Related searches, AI overview",informational,AI overview
number candle,80,80,110,14,0.2,https://www.candormedical.com/,0,0,0,0.94,587000000,"19, 19, 65, 42, 53, 53, 80, 19, 34, 42, 7, 100",2026-03-30 14:10:35,"Image pack, Sitelinks, Video, Image, Video Carousel, Popular products, Related searches",commercial,Organic
buy gummies australia,36,48,50,43,1.57,https://www.candormedical.com/,0,0,0,1,163,"100, 71, 71, 71, 100, 28, 42, 57, 71, 100, 100, 71",2026-04-08 01:02:10,"Local pack, Sitelinks, Video, Related searches, AI overview",informational,Organic
medicinal marijuanas gold coast,30,0,50,2,0,https://www.candormedical.com/,0,0,0,0,655000,"11, 11, 3, 3, 7, 7, 34, 34, 26, 19, 26, 34",2026-04-29 15:01:23,"Video, People also ask, Related searches",informational,Organic
prescription cannabis australia,27,0,50,57,63.21,https://www.candormedical.com/,0,0,0,0.5,7740000,"54, 2, 4, 4, 5, 4, 2, 4, 2, 2, 4, 4",2026-04-21 11:48:48,"Video, Video Carousel, People also ask, Related searches, Short videos, Discussions and forums, AI overview",informational,Organic
prescription cannabis australia,44,0,50,57,63.21,https://www.candormedical.com/,0,0,0,0.5,7740000,"54, 2, 4, 4, 5, 4, 2, 4, 2, 2, 4, 4",2026-04-21 11:48:48,"Video, Video Carousel, People also ask, Related searches, Short videos, Discussions and forums, AI overview",informational,Organic
